source,target,weight
H001082,M001215,3
H001082,W000828,2
H001082,M001224,2
H001082,L000598,2
G000579,H001082,1
M000317,S001192,2
M000317,T000478,2
M000317,M001213,1
F000466,M000317,3
M000317,S001214,1
F000446,M000317,1
M000317,M001194,1
C001126,M000317,2
F000470,M000317,2
M000317,S001135,1
M000317,N000190,2
D000615,M000317,1
M000317,P000605,1
M000317,S001222,1
F000475,M000317,2
M000317,V000129,2
C001118,M000317,1
M000317,M001215,2
B000740,M000317,1
H001086,M000317,2
M000317,M001224,1
E000235,M000317,2
M000317,Y000067,2
B001302,M000317,1
M000317,M001195,1
L000598,M000317,3
G000579,M000317,1
S001192,V000134,1
F000466,V000134,2
S001135,V000134,1
M001215,V000134,3
M001224,V000134,3
L000598,V000134,2
G000579,V000134,1
S001192,T000478,2
M001213,S001192,1
F000466,S001192,1
S001192,S001214,1
F000446,S001192,1
M001194,S001192,1
C001126,S001192,1
F000470,S001192,2
S001135,S001192,1
N000190,S001192,1
D000615,S001192,1
P000605,S001192,1
M001177,S001192,2
S001192,S001222,1
F000475,S001192,2
S001192,V000129,1
C001118,S001192,1
M001215,S001192,1
L000597,S001192,1
B000740,S001192,1
S001192,W000828,1
H001086,S001192,1
M001224,S001192,1
E000235,S001192,1
S001192,Y000067,1
B001302,S001192,1
C001039,S001192,1
M001195,S001192,1
L000598,S001192,1
C000059,S001192,2
G000579,S001192,1
P000599,S001192,1
F000466,T000478,1
C001126,T000478,2
S001135,T000478,2
M001177,T000478,3
M001215,T000478,4
T000478,W000828,2
M001224,T000478,2
L000598,T000478,1
G000579,T000478,2
F000466,M001213,1
C001126,M001213,2
M001213,S001135,1
M001177,M001213,2
M001213,M001215,2
M001213,W000828,2
M001213,M001224,2
L000598,M001213,1
G000579,M001213,1
F000466,S001214,1
F000446,F000466,1
F000466,M001194,1
C001126,F000466,3
F000466,F000470,1
F000466,S001135,1
F000466,N000190,2
D000615,F000466,1
F000466,P000605,1
F000466,M001177,1
F000466,S001222,1
F000466,F000475,1
F000466,V000129,2
C001118,F000466,1
F000466,M001215,2
F000466,L000597,1
B000740,F000466,1
F000466,W000828,1
F000466,H001086,2
F000466,M001224,1
E000235,F000466,2
F000466,Y000067,2
B001302,F000466,1
C001039,F000466,1
F000466,M001195,1
F000466,L000598,3
C000059,F000466,1
F000466,G000579,1
F000466,P000599,2
S001135,S001214,2
M001215,S001214,3
S001214,W000828,2
M001224,S001214,2
L000598,S001214,1
G000579,S001214,1
C001126,F000446,2
F000446,S001135,1
F000446,M001177,2
F000446,M001215,2
F000446,W000828,2
F000446,M001224,2
F000446,L000598,1
F000446,G000579,1
C001126,M001194,2
M001194,S001135,1
M001177,M001194,3
M001194,M001215,2
M001194,W000828,2
M001194,M001224,2
L000598,M001194,1
G000579,M001194,1
C001126,F000470,2
C001126,S001135,1
C001126,S001222,2
C001126,F000475,3
C001126,V000129,4
C001126,M001215,3
C001126,L000597,1
B000740,C001126,2
C001126,W000828,2
C001126,M001224,2
C001126,E000235,3
C001126,Y000067,3
C001126,M001195,2
C001126,L000598,2
C000059,C001126,2
C001126,G000579,1
F000470,S001135,1
F000470,M001177,3
F000470,M001215,2
F000470,W000828,2
F000470,M001224,2
F000470,L000598,1
F000470,G000579,1
N000190,S001135,1
D000615,S001135,2
P000605,S001135,1
M001177,S001135,2
S001135,S001222,1
F000475,S001135,2
S001135,V000129,3
C001118,S001135,1
M001215,S001135,2
L000597,S001135,1
B000740,S001135,1
S001135,W000828,1
H001086,S001135,1
M001224,S001135,1
E000235,S001135,1
S001135,Y000067,1
B001302,S001135,1
C001039,S001135,1
M001195,S001135,2
L000598,S001135,1
C000059,S001135,2
G000579,S001135,1
P000599,S001135,2
M001215,N000190,4
N000190,W000828,2
M001224,N000190,2
L000598,N000190,2
G000579,N000190,2
D000615,M001215,4
D000615,W000828,2
D000615,M001224,2
D000615,L000598,1
D000615,G000579,2
M001215,P000605,3
P000605,W000828,2
M001224,P000605,2
L000598,P000605,1
G000579,P000605,2
M001177,S001222,3
F000475,M001177,4
M001177,V000129,6
M001177,M001215,2
B000740,M001177,2
M001177,M001224,2
E000235,M001177,3
M001177,Y000067,3
M001177,M001195,3
L000598,M001177,1
G000579,M001177,1
M001215,S001222,2
S001222,W000828,2
M001224,S001222,2
L000598,S001222,1
G000579,S001222,1
F000475,M001215,4
F000475,W000828,2
F000475,M001224,2
F000475,L000598,1
F000475,G000579,2
M001215,V000129,4
V000129,W000828,2
M001224,V000129,2
L000598,V000129,2
G000579,V000129,1
C001118,M001215,3
C001118,W000828,2
C001118,M001224,2
C001118,L000598,1
C001118,G000579,2
L000597,M001215,1
B000740,M001215,2
M001215,W000828,2
H001086,M001215,4
M001215,M001224,2
E000235,M001215,3
M001215,Y000067,3
B001302,M001215,3
C001039,M001215,3
M001195,M001215,3
L000598,M001215,2
C000059,M001215,3
G000579,M001215,2
M001215,P000599,5
L000597,M001224,1
L000597,L000598,1
G000579,L000597,1
B000740,W000828,2
B000740,M001224,2
B000740,L000598,1
B000740,G000579,1
H001086,W000828,2
M001224,W000828,2
E000235,W000828,2
W000828,Y000067,2
B001302,W000828,2
M001195,W000828,2
L000598,W000828,1
G000579,W000828,1
H001086,M001224,2
H001086,L000598,2
G000579,H001086,2
E000235,M001224,2
M001224,Y000067,2
B001302,M001224,2
C001039,M001224,2
M001195,M001224,2
L000598,M001224,1
C000059,M001224,2
G000579,M001224,1
M001224,P000599,2
E000235,L000598,2
E000235,G000579,1
L000598,Y000067,2
G000579,Y000067,1
B001302,L000598,1
B001302,G000579,2
C001039,L000598,1
C001039,G000579,2
L000598,M001195,1
G000579,M001195,1
C000059,L000598,1
G000579,L000598,1
L000598,P000599,2
C000059,G000579,2
G000579,P000599,2
B000574,S000522,1
F000466,S000522,1
G000583,S000522,1
N000147,S000522,1
N000002,S000522,1
S000522,S001183,1
B001278,S000522,1
S000522,V000133,1
D000629,S000522,1
G000586,S000522,1
L000551,S000522,1
Q000023,S000522,1
N000191,S000522,1
S000522,T000468,1
P000604,S000522,1
P000597,S000522,1
S000522,S001208,1
K000397,S000522,1
L000590,S000522,1
J000308,S000522,1
L000598,S000522,1
J000032,S000522,1
H001068,S000522,1
S000522,S001145,1
C001090,S000522,1
S000522,S001150,1
L000562,S000522,1
S000168,S000522,1
L000599,S000522,1
B001315,S000522,1
P000616,S000522,1
B000574,F000466,1
B000574,M000317,1
B000574,S001183,1
B000574,V000133,1
B000574,D000629,1
B000574,Q000023,2
B000574,K000398,1
B000574,S001208,2
B000574,K000397,1
B000574,J000308,1
B000574,L000598,1
B000574,L000562,1
B000574,S000168,1
B000574,L000599,1
B000574,B001315,1
B000574,P000616,2
F000466,G000583,1
F000466,N000147,1
F000466,N000002,1
B001278,F000466,1
F000466,V000133,1
D000629,F000466,1
F000466,G000586,1
F000466,L000551,1
F000466,Q000023,1
F000466,N000191,1
F000466,T000468,1
F000466,P000604,1
F000466,P000597,1
F000466,K000398,2
F000466,S001208,1
F000466,K000397,1
F000466,L000590,1
F000466,J000308,1
F000466,J000032,1
F000466,H001068,1
F000466,S001145,1
C001090,F000466,1
F000466,S001150,1
F000466,L000562,1
F000466,S000168,2
F000466,L000599,2
B001315,F000466,1
F000466,P000616,1
G000583,M000317,1
G000583,S001183,1
G000583,V000133,1
D000629,G000583,1
G000583,Q000023,1
G000583,K000398,2
G000583,S001208,2
G000583,K000397,1
G000583,J000308,2
G000583,L000598,1
G000583,L000562,1
G000583,S000168,1
G000583,L000599,1
B001315,G000583,1
G000583,P000616,2
M000317,N000147,1
N000147,S001183,1
N000147,V000133,1
D000629,N000147,1
N000147,Q000023,2
K000398,N000147,1
N000147,S001208,2
K000397,N000147,1
J000308,N000147,2
L000598,N000147,1
L000562,N000147,1
N000147,S000168,1
L000599,N000147,1
B001315,N000147,1
N000147,P000616,2
M000317,N000002,1
B001278,M000317,1
M000317,V000133,1
D000629,M000317,1
G000586,M000317,1
L000551,M000317,1
M000317,Q000023,1
M000317,N000191,1
M000317,T000468,1
M000317,P000604,1
M000317,P000597,1
M000317,S001208,1
K000397,M000317,1
L000590,M000317,1
J000308,M000317,1
J000032,M000317,1
H001068,M000317,1
M000317,S001145,1
C001090,M000317,1
M000317,S001150,1
L000562,M000317,1
M000317,S000168,1
L000599,M000317,2
B001315,M000317,1
M000317,P000616,1
N000002,S001183,1
N000002,V000133,1
D000629,N000002,1
N000002,Q000023,2
K000398,N000002,1
N000002,S001208,2
K000397,N000002,1
J000308,N000002,1
L000598,N000002,1
L000562,N000002,1
N000002,S000168,1
L000599,N000002,1
B001315,N000002,1
N000002,P000616,2
B001278,S001183,1
S001183,V000133,1
D000629,S001183,1
G000586,S001183,1
L000551,S001183,1
Q000023,S001183,1
N000191,S001183,1
S001183,T000468,1
P000604,S001183,1
P000597,S001183,1
K000398,S001183,2
S001183,S001208,1
K000397,S001183,1
L000590,S001183,1
J000308,S001183,1
J000032,S001183,1
H001068,S001183,1
S001145,S001183,1
C001090,S001183,1
S001150,S001183,1
L000562,S001183,1
S000168,S001183,1
L000599,S001183,2
B001315,S001183,1
P000616,S001183,1
B001278,V000133,1
B001278,D000629,1
B001278,Q000023,2
B001278,K000398,1
B001278,S001208,2
B001278,K000397,1
B001278,J000308,1
B001278,L000598,1
B001278,L000562,1
B001278,S000168,1
B001278,L000599,1
B001278,B001315,1
B001278,P000616,2
D000629,V000133,1
G000586,V000133,1
L000551,V000133,1
Q000023,V000133,1
N000191,V000133,1
T000468,V000133,1
P000604,V000133,1
P000597,V000133,1
K000398,V000133,1
S001208,V000133,1
K000397,V000133,1
L000590,V000133,1
J000308,V000133,1
L000598,V000133,1
J000032,V000133,1
H001068,V000133,1
S001145,V000133,1
C001090,V000133,1
S001150,V000133,1
L000562,V000133,1
S000168,V000133,1
L000599,V000133,1
B001315,V000133,1
P000616,V000133,1
D000629,G000586,1
D000629,L000551,1
D000629,Q000023,1
D000629,N000191,1
D000629,T000468,1
D000629,P000604,1
D000629,P000597,1
D000629,K000398,1
D000629,S001208,1
D000629,K000397,1
D000629,L000590,1
D000629,J000308,1
D000629,L000598,1
D000629,J000032,1
D000629,H001068,1
D000629,S001145,1
C001090,D000629,1
D000629,S001150,1
D000629,L000562,1
D000629,S000168,1
D000629,L000599,1
B001315,D000629,1
D000629,P000616,1
G000586,Q000023,2
G000586,K000398,1
G000586,S001208,2
G000586,K000397,1
G000586,J000308,1
G000586,L000598,1
G000586,L000562,1
G000586,S000168,1
G000586,L000599,1
B001315,G000586,1
G000586,P000616,2
L000551,Q000023,2
K000398,L000551,1
L000551,S001208,2
K000397,L000551,1
J000308,L000551,1
L000551,L000598,1
L000551,L000562,1
L000551,S000168,1
L000551,L000599,1
B001315,L000551,1
L000551,P000616,2
N000191,Q000023,2
Q000023,T000468,2
P000604,Q000023,1
P000597,Q000023,2
K000398,Q000023,1
Q000023,S001208,2
K000397,Q000023,1
L000590,Q000023,1
J000308,Q000023,1
L000598,Q000023,1
J000032,Q000023,2
H001068,Q000023,1
Q000023,S001145,2
C001090,Q000023,1
Q000023,S001150,1
L000562,Q000023,1
Q000023,S000168,1
L000599,Q000023,1
B001315,Q000023,1
P000616,Q000023,2
K000398,N000191,2
N000191,S001208,3
K000397,N000191,1
J000308,N000191,2
L000598,N000191,1
L000562,N000191,1
N000191,S000168,1
L000599,N000191,2
B001315,N000191,1
N000191,P000616,4
K000398,T000468,1
S001208,T000468,2
K000397,T000468,1
J000308,T000468,1
L000598,T000468,1
L000562,T000468,1
S000168,T000468,1
L000599,T000468,1
B001315,T000468,1
P000616,T000468,2
K000398,P000604,1
P000604,S001208,1
K000397,P000604,1
J000308,P000604,1
L000598,P000604,1
L000562,P000604,1
P000604,S000168,1
L000599,P000604,1
B001315,P000604,1
P000604,P000616,1
K000398,P000597,1
P000597,S001208,2
K000397,P000597,1
J000308,P000597,1
L000598,P000597,1
L000562,P000597,1
P000597,S000168,1
L000599,P000597,1
B001315,P000597,1
P000597,P000616,2
K000398,S001208,2
K000397,K000398,1
K000398,L000590,2
J000308,K000398,2
K000398,L000598,2
J000032,K000398,1
H001068,K000398,1
K000398,S001145,1
C001090,K000398,1
K000398,S001150,1
K000398,L000562,1
K000398,S000168,1
K000398,L000599,2
B001315,K000398,1
K000398,P000616,2
K000397,S001208,1
L000590,S001208,2
J000308,S001208,2
L000598,S001208,1
J000032,S001208,2
H001068,S001208,1
S001145,S001208,2
C001090,S001208,1
S001150,S001208,1
L000562,S001208,1
S000168,S001208,1
L000599,S001208,1
B001315,S001208,1
P000616,S001208,3
K000397,L000590,1
J000308,K000397,1
K000397,L000598,1
J000032,K000397,1
H001068,K000397,1
K000397,S001145,1
C001090,K000397,1
K000397,S001150,1
K000397,L000562,1
K000397,S000168,1
K000397,L000599,1
B001315,K000397,1
K000397,P000616,1
J000308,L000590,2
L000590,L000598,1
L000562,L000590,1
L000590,S000168,1
L000590,L000599,1
B001315,L000590,1
L000590,P000616,2
J000308,L000598,1
J000032,J000308,2
H001068,J000308,1
J000308,S001145,1
C001090,J000308,1
J000308,S001150,1
J000308,L000562,1
J000308,S000168,1
J000308,L000599,1
B001315,J000308,1
J000308,P000616,2
J000032,L000598,1
H001068,L000598,1
L000598,S001145,1
C001090,L000598,1
L000598,S001150,1
L000562,L000598,1
L000598,S000168,1
L000598,L000599,2
B001315,L000598,1
L000598,P000616,1
J000032,L000562,1
J000032,S000168,1
J000032,L000599,1
B001315,J000032,1
J000032,P000616,2
H001068,L000562,1
H001068,S000168,1
H001068,L000599,1
B001315,H001068,1
H001068,P000616,1
L000562,S001145,1
S000168,S001145,1
L000599,S001145,1
B001315,S001145,1
P000616,S001145,2
C001090,L000562,1
C001090,S000168,1
C001090,L000599,1
B001315,C001090,1
C001090,P000616,1
L000562,S001150,1
S000168,S001150,1
L000599,S001150,1
B001315,S001150,1
P000616,S001150,1
L000562,S000168,1
L000562,L000599,1
B001315,L000562,1
L000562,P000616,1
L000599,S000168,1
B001315,S000168,1
P000616,S000168,1
B001315,L000599,1
L000599,P000616,2
B001315,P000616,1
S001192,S001212,1
O000019,S001212,3
B000668,S001212,3
E000294,S001212,1
D000633,S001212,1
L000604,S001212,1
N000189,S001192,1
N000189,O000019,4
B000668,N000189,1
F000469,N000189,2
E000294,N000189,1
H001096,N000189,3
N000189,R000103,2
D000633,N000189,1
H001095,N000189,2
C001054,N000189,2
L000604,N000189,1
C001120,S001192,1
C001120,O000019,2
B000668,C001120,1
C001120,E000294,1
C001120,D000633,1
C001120,L000604,1
B000825,S001192,1
B000825,O000019,2
B000668,B000825,1
B000825,E000294,1
B000825,M001219,1
B000825,D000633,1
B000825,M000317,1
B000825,L000604,1
G000577,S001192,1
G000577,O000019,2
B000668,G000577,1
E000294,G000577,1
G000577,M001219,1
D000633,G000577,1
G000577,M000317,2
G000577,L000604,1
C000059,O000019,3
B000668,C000059,1
C000059,F000469,2
C000059,E000294,1
C000059,H001096,2
C000059,R000103,3
C000059,D000633,2
C000059,H001095,2
C000059,C001054,2
C000059,L000604,1
F000475,O000019,3
B000668,F000475,1
F000469,F000475,3
E000294,F000475,1
F000475,H001096,4
F000475,R000103,4
F000475,M001219,2
F000475,W000806,4
D000633,F000475,1
F000475,H001095,2
C001054,F000475,4
F000475,L000604,1
M001177,O000086,4
O000086,S001192,1
O000019,O000086,4
B000668,O000086,2
F000469,O000086,2
E000294,O000086,1
H001096,O000086,4
O000086,R000103,2
M001219,O000086,2
O000086,W000806,3
D000633,O000086,1
H001095,O000086,2
C001054,O000086,2
M000317,O000086,2
L000604,O000086,1
M001177,O000019,4
B000668,M001177,3
E000294,M001177,1
M001177,M001212,2
J000301,M001177,2
M001177,W000804,3
C001114,M001177,2
D000633,M001177,2
L000604,M001177,1
F000470,O000019,2
B000668,F000470,1
E000294,F000470,1
F000470,H001096,2
F000470,R000103,2
F000470,M001219,2
D000633,F000470,1
F000470,H001095,2
F000470,L000604,1
O000019,S001192,1
B000668,S001192,1
R000610,S001192,1
F000469,S001192,1
E000294,S001192,1
M001212,S001192,1
J000301,S001192,1
H001096,S001192,1
D000594,S001192,1
R000103,S001192,1
G000565,S001192,1
M001219,S001192,1
S001192,Z000018,1
S001192,W000804,1
L000564,S001192,1
C001114,S001192,1
S001192,T000165,1
S001192,W000806,1
D000633,S001192,1
L000596,S001192,1
H001095,S001192,1
C001054,S001192,1
D000032,S001192,1
L000604,S001192,1
O000019,T000478,3
B000668,T000478,1
F000469,T000478,2
E000294,T000478,1
H001096,T000478,3
R000103,T000478,3
M001219,T000478,2
T000478,W000806,3
D000633,T000478,1
H001095,T000478,2
C001054,T000478,2
L000604,T000478,1
B000668,O000019,2
O000019,R000610,3
F000469,O000019,2
E000294,O000019,1
M001212,O000019,3
J000301,O000019,2
H001096,O000019,3
D000594,O000019,4
O000019,R000103,2
G000565,O000019,3
M001219,O000019,3
O000019,Z000018,2
O000019,W000804,2
L000564,O000019,2
C001114,O000019,2
O000019,T000165,2
O000019,W000806,3
D000633,O000019,2
L000596,O000019,3
H001095,O000019,2
C001054,O000019,2
D000032,O000019,1
M000317,O000019,2
L000604,O000019,1
B000668,R000610,1
B000668,F000469,1
B000668,E000294,1
B000668,M001212,1
B000668,J000301,1
B000668,H001096,1
B000668,D000594,1
B000668,R000103,1
B000668,G000565,1
B000668,M001219,2
B000668,Z000018,1
B000668,W000804,1
B000668,L000564,1
B000668,C001114,1
B000668,T000165,1
B000668,W000806,1
B000668,D000633,1
B000668,L000596,1
B000668,H001095,1
B000668,C001054,1
B000668,D000032,1
B000668,M000317,1
B000668,L000604,1
E000294,R000610,1
D000633,R000610,1
L000604,R000610,1
E000294,F000469,1
F000469,M001219,2
F000469,W000804,3
C001114,F000469,2
D000633,F000469,1
F000469,M000317,1
F000469,L000604,1
E000294,M001212,1
E000294,J000301,1
E000294,H001096,1
D000594,E000294,1
E000294,R000103,1
E000294,G000565,1
E000294,M001219,1
E000294,Z000018,1
E000294,W000804,1
E000294,L000564,1
C001114,E000294,1
E000294,T000165,1
E000294,W000806,1
D000633,E000294,1
E000294,L000596,1
E000294,H001095,1
C001054,E000294,1
D000032,E000294,1
E000294,M000317,1
E000294,L000604,1
H001096,M001212,3
M001212,R000103,2
M001212,M001219,2
D000633,M001212,1
H001095,M001212,2
M000317,M001212,1
L000604,M001212,1
H001096,J000301,2
J000301,R000103,2
J000301,M001219,2
D000633,J000301,1
H001095,J000301,2
J000301,M000317,1
J000301,L000604,1
G000565,H001096,5
H001096,M001219,2
H001096,W000804,3
C001114,H001096,2
H001096,W000806,4
D000633,H001096,1
H001096,M000317,1
H001096,L000604,1
D000594,M001219,2
D000594,W000806,4
D000594,D000633,1
D000594,M000317,2
D000594,L000604,1
G000565,R000103,6
M001219,R000103,2
R000103,W000804,3
C001114,R000103,2
R000103,W000806,3
D000633,R000103,1
M000317,R000103,1
L000604,R000103,1
D000633,G000565,1
G000565,H001095,2
G000565,L000604,1
M001219,Z000018,2
M001219,W000804,2
L000564,M001219,2
C001114,M001219,2
D000633,M001219,1
L000596,M001219,2
H001095,M001219,3
C001054,M001219,2
D000032,M001219,2
L000604,M001219,1
W000806,Z000018,2
D000633,Z000018,1
M000317,Z000018,1
L000604,Z000018,1
W000804,W000806,3
D000633,W000804,1
H001095,W000804,2
C001054,W000804,3
M000317,W000804,1
L000604,W000804,1
D000633,L000564,1
L000564,M000317,1
L000564,L000604,1
C001114,W000806,2
C001114,D000633,1
C001114,H001095,2
C001054,C001114,2
C001114,M000317,1
C001114,L000604,1
D000633,T000165,1
L000604,T000165,1
D000633,W000806,1
L000596,W000806,3
H001095,W000806,2
D000032,W000806,1
L000604,W000806,1
D000633,L000596,1
D000633,H001095,1
C001054,D000633,1
D000032,D000633,1
D000633,M000317,1
D000633,L000604,1
L000596,M000317,2
L000596,L000604,1
H001095,M000317,1
H001095,L000604,1
C001054,M000317,1
C001054,L000604,1
D000032,M000317,1
D000032,L000604,1
L000604,M000317,1
A000376,D000399,2
C001066,D000399,1
D000399,F000462,1
D000399,M001135,1
D000399,M001208,1
D000399,N000194,1
D000399,T000193,2
D000399,M001217,1
D000230,D000399,1
C000537,D000399,2
D000399,J000308,1
D000399,F000477,2
A000376,B000490,1
A000376,B001224,1
A000376,C001131,2
A000376,C001066,1
A000376,C001091,2
A000376,C001061,1
A000376,C001068,1
A000376,C001078,1
A000376,C001063,2
A000376,D000623,1
A000376,E000299,2
A000376,F000462,1
A000376,G000587,2
A000376,G000581,2
A000376,G000553,2
A000376,J000032,2
A000376,J000288,1
A000376,M001135,1
A000376,M001208,1
A000376,N000194,1
A000376,N000147,1
A000376,P000607,1
A000376,R000305,1
A000376,S001157,1
A000376,S001185,1
A000376,S001200,1
A000376,T000193,1
A000376,V000131,2
A000376,W000797,1
A000376,W000788,1
A000376,W000808,1
A000370,A000376,1
A000376,C001127,1
A000376,C001130,2
A000376,M001217,1
A000376,D000230,1
A000376,C000537,1
A000376,J000308,1
A000376,F000468,2
A000376,N000179,1
A000376,F000477,1
A000376,R000606,1
B000490,C001066,1
B000490,F000462,1
B000490,M001135,2
B000490,M001208,1
B000490,N000194,1
B000490,T000193,2
A000370,B000490,2
B000490,M001217,1
B000490,D000230,2
B000490,C000537,2
B000490,J000308,2
B000490,F000477,2
B001224,C001066,1
B001224,F000462,1
B001224,M001135,1
B001224,M001208,1
B001224,N000194,1
B001224,T000193,2
B001224,M001217,1
B001224,D000230,1
B001224,C000537,2
B001224,J000308,1
B001224,F000468,2
B001224,F000477,2
C001066,C001131,1
C001131,F000462,1
C001131,M001135,1
C001131,M001208,1
C001131,N000194,1
C001131,T000193,2
C001131,M001217,1
C001131,D000230,1
C000537,C001131,2
C001131,J000308,1
C001131,F000477,2
C001066,C001091,1
C001061,C001066,1
C001066,C001068,1
C001066,C001078,1
C001063,C001066,1
C001066,D000623,1
C001066,E000299,1
C001066,F000462,1
C001066,G000587,1
C001066,G000581,1
C001066,G000553,1
C001066,J000032,1
C001066,J000288,1
C001066,M001135,1
C001066,M001208,1
C001066,N000194,1
C001066,N000147,1
C001066,P000607,1
C001066,R000305,1
C001066,S001157,1
C001066,S001185,1
C001066,S001200,2
C001066,T000193,1
C001066,V000131,1
C001066,W000797,1
C001066,W000788,1
C001066,W000808,2
A000370,C001066,1
C001066,C001127,1
C001066,C001130,1
C001066,M001217,1
C001066,D000230,1
C000537,C001066,1
C001066,J000308,1
C001066,F000468,1
C001066,N000179,1
C001066,F000477,1
C001066,R000606,1
C001091,F000462,1
C001091,M001135,1
C001091,M001208,1
C001091,N000194,1
C001091,T000193,2
C001091,M001217,1
C001091,D000230,1
C000537,C001091,2
C001091,J000308,1
C001091,F000468,3
C001091,F000477,2
C001061,F000462,1
C001061,M001135,1
C001061,M001208,1
C001061,N000194,1
C001061,T000193,2
A000370,C001061,2
C001061,M001217,1
C001061,D000230,1
C000537,C001061,2
C001061,J000308,1
C001061,F000477,2
C001068,F000462,1
C001068,M001135,2
C001068,M001208,1
C001068,N000194,1
C001068,T000193,2
C001068,M001217,1
C001068,D000230,2
C000537,C001068,2
C001068,J000308,2
C001068,F000477,2
C001078,F000462,2
C001078,M001135,1
C001078,M001208,1
C001078,N000194,1
C001078,T000193,2
A000370,C001078,2
C001078,M001217,1
C001078,D000230,1
C000537,C001078,2
C001078,J000308,1
C001078,F000468,2
C001078,F000477,2
C001063,F000462,1
C001063,M001135,1
C001063,M001208,1
C001063,N000194,1
C001063,T000193,2
A000370,C001063,2
C001063,M001217,1
C001063,D000230,1
C000537,C001063,2
C001063,J000308,1
C001063,F000468,3
C001063,F000477,2
D000623,F000462,1
D000623,M001135,2
D000623,M001208,1
D000623,N000194,1
D000623,T000193,2
D000623,M001217,1
D000230,D000623,2
C000537,D000623,2
D000623,J000308,2
D000623,F000468,2
D000623,F000477,2
E000299,F000462,1
E000299,M001135,1
E000299,M001208,1
E000299,N000194,1
E000299,T000193,1
E000299,M001217,1
D000230,E000299,1
C000537,E000299,1
E000299,J000308,1
E000299,F000468,2
E000299,F000477,1
F000462,G000587,1
F000462,G000581,1
F000462,G000553,1
F000462,J000032,1
F000462,J000288,1
F000462,M001135,1
F000462,M001208,1
F000462,N000194,1
F000462,N000147,2
F000462,P000607,1
F000462,R000305,1
F000462,S001157,1
F000462,S001185,1
F000462,S001200,1
F000462,T000193,1
F000462,V000131,1
F000462,W000797,1
F000462,W000788,1
F000462,W000808,1
A000370,F000462,1
C001127,F000462,1
C001130,F000462,1
F000462,M001217,1
D000230,F000462,1
C000537,F000462,1
F000462,J000308,1
F000462,F000468,1
F000462,N000179,1
F000462,F000477,1
F000462,R000606,1
G000587,M001135,1
G000587,M001208,1
G000587,N000194,1
G000587,T000193,2
A000370,G000587,2
G000587,M001217,1
D000230,G000587,1
C000537,G000587,2
G000587,J000308,1
F000477,G000587,2
G000581,M001135,1
G000581,M001208,1
G000581,N000194,1
G000581,T000193,1
A000370,G000581,1
G000581,M001217,1
D000230,G000581,1
C000537,G000581,1
G000581,J000308,1
F000468,G000581,2
F000477,G000581,1
G000553,M001135,1
G000553,M001208,1
G000553,N000194,1
G000553,T000193,2
A000370,G000553,2
G000553,M001217,1
D000230,G000553,1
C000537,G000553,2
G000553,J000308,1
F000468,G000553,3
F000477,G000553,2
J000032,M001135,1
J000032,M001208,1
J000032,N000194,1
J000032,T000193,2
J000032,M001217,1
D000230,J000032,1
C000537,J000032,2
F000477,J000032,2
J000288,M001135,1
J000288,M001208,1
J000288,N000194,1
J000288,T000193,2
J000288,M001217,1
D000230,J000288,1
C000537,J000288,2
J000288,J000308,1
F000477,J000288,2
M001135,M001208,1
M001135,N000194,1
M001135,N000147,1
M001135,P000607,1
M001135,R000305,1
M001135,S001157,1
M001135,S001185,1
M001135,S001200,1
M001135,T000193,1
M001135,V000131,1
M001135,W000797,1
M001135,W000788,1
M001135,W000808,1
A000370,M001135,1
C001127,M001135,1
C001130,M001135,1
M001135,M001217,1
D000230,M001135,2
C000537,M001135,1
J000308,M001135,2
F000468,M001135,1
M001135,N000179,1
F000477,M001135,1
M001135,R000606,1
M001208,N000194,1
M001208,N000147,1
M001208,P000607,1
M001208,R000305,1
M001208,S001157,1
M001208,S001185,1
M001208,S001200,1
M001208,T000193,1
M001208,V000131,1
M001208,W000797,1
M001208,W000788,1
M001208,W000808,1
A000370,M001208,1
C001127,M001208,1
C001130,M001208,1
M001208,M001217,1
D000230,M001208,1
C000537,M001208,1
J000308,M001208,1
F000468,M001208,1
M001208,N000179,1
F000477,M001208,1
M001208,R000606,1
N000147,N000194,1
N000194,P000607,1
N000194,R000305,1
N000194,S001157,1
N000194,S001185,1
N000194,S001200,1
N000194,T000193,1
N000194,V000131,1
N000194,W000797,1
N000194,W000788,1
N000194,W000808,1
A000370,N000194,1
C001127,N000194,1
C001130,N000194,1
M001217,N000194,1
D000230,N000194,1
C000537,N000194,1
J000308,N000194,1
F000468,N000194,1
N000179,N000194,1
F000477,N000194,1
N000194,R000606,1
N000147,T000193,2
M001217,N000147,1
D000230,N000147,1
C000537,N000147,2
F000477,N000147,2
P000607,T000193,2
M001217,P000607,1
D000230,P000607,1
C000537,P000607,2
J000308,P000607,1
F000468,P000607,2
F000477,P000607,2
R000305,T000193,1
A000370,R000305,1
M001217,R000305,1
D000230,R000305,1
C000537,R000305,1
J000308,R000305,1
F000468,R000305,1
F000477,R000305,1
S001157,T000193,2
A000370,S001157,2
M001217,S001157,1
D000230,S001157,1
C000537,S001157,2
J000308,S001157,1
F000468,S001157,2
F000477,S001157,2
S001185,T000193,2
M001217,S001185,1
D000230,S001185,1
C000537,S001185,2
J000308,S001185,1
F000477,S001185,2
S001200,T000193,2
A000370,S001200,2
M001217,S001200,1
D000230,S001200,1
C000537,S001200,2
J000308,S001200,1
F000468,S001200,2
