source,target,weight
F000477,S001200,2
T000193,V000131,1
T000193,W000797,1
T000193,W000788,2
T000193,W000808,2
A000370,T000193,2
C001127,T000193,2
C001130,T000193,2
M001217,T000193,1
D000230,T000193,1
C000537,T000193,2
J000308,T000193,1
F000468,T000193,2
N000179,T000193,2
F000477,T000193,2
R000606,T000193,1
M001217,V000131,1
D000230,V000131,1
C000537,V000131,1
J000308,V000131,1
F000477,V000131,1
A000370,W000797,1
M001217,W000797,1
D000230,W000797,1
C000537,W000797,1
J000308,W000797,1
F000468,W000797,1
F000477,W000797,1
M001217,W000788,1
D000230,W000788,1
C000537,W000788,2
J000308,W000788,1
F000477,W000788,2
M001217,W000808,1
D000230,W000808,1
C000537,W000808,2
J000308,W000808,1
F000468,W000808,2
F000477,W000808,2
A000370,M001217,1
A000370,D000230,1
A000370,C000537,2
A000370,J000308,1
A000370,F000468,2
A000370,N000179,2
A000370,F000477,2
A000370,R000606,1
C001127,M001217,1
C001127,D000230,1
C000537,C001127,2
C001127,J000308,1
C001127,F000477,2
C001130,M001217,1
C001130,D000230,1
C000537,C001130,2
C001130,J000308,1
C001130,F000477,2
D000230,M001217,1
C000537,M001217,1
J000308,M001217,1
F000468,M001217,1
M001217,N000179,1
F000477,M001217,1
M001217,R000606,1
C000537,D000230,1
D000230,J000308,2
D000230,F000468,1
D000230,N000179,1
D000230,F000477,1
D000230,R000606,1
C000537,J000308,1
C000537,F000468,2
C000537,N000179,2
C000537,F000477,2
C000537,R000606,1
F000468,J000308,1
J000308,N000179,1
F000477,J000308,1
J000308,R000606,1
F000468,F000477,2
F000468,R000606,1
F000477,N000179,2
F000477,R000606,1
A000375,D000399,1
D000399,S000250,1
C001120,D000399,1
D000399,M001224,1
D000399,E000071,1
D000399,W000814,1
D000399,G000589,1
D000399,M001157,1
D000399,G000377,1
D000399,W000816,1
B001291,D000399,1
D000399,P000048,1
D000399,V000134,1
D000399,G000594,1
D000399,J000304,1
A000375,A000376,1
A000375,C001063,1
A000375,V000131,1
A000375,F000468,1
A000375,G000581,1
A000375,C001091,1
A000375,E000299,1
A000375,M001157,1
A000375,G000587,1
A000375,G000377,1
A000375,G000553,1
A000375,C001131,1
A000375,C001130,1
A000375,P000048,3
A000375,J000032,1
A000376,S000250,1
A000376,C001120,1
A000376,M001224,1
A000376,E000071,1
A000376,W000814,1
A000376,G000589,1
A000376,M001157,1
A000376,G000377,1
A000376,W000816,1
A000376,B001291,1
A000376,P000048,1
A000376,V000134,1
A000376,G000594,1
A000376,J000304,1
C001063,S000250,1
S000250,V000131,1
M001224,S000250,2
F000468,S000250,1
G000581,S000250,1
C001091,S000250,1
E000299,S000250,1
M001157,S000250,1
G000587,S000250,1
G000377,S000250,1
G000553,S000250,1
C001131,S000250,1
C001130,S000250,1
J000032,S000250,1
C001063,C001120,1
C001063,M001224,1
C001063,E000071,1
C001063,W000814,1
C001063,G000589,1
C001063,M001157,1
C001063,G000377,1
C001063,W000816,1
B001291,C001063,1
C001063,P000048,1
C001063,V000134,1
C001063,G000594,1
C001063,J000304,1
C001120,V000131,1
C001120,M001224,2
C001120,F000468,1
C001120,G000581,1
C001091,C001120,1
C001120,E000299,1
C001120,M001157,1
C001120,G000587,1
C001120,G000553,1
C001120,C001131,1
C001120,C001130,1
C001120,J000032,1
M001224,V000131,1
E000071,V000131,1
V000131,W000814,1
G000589,V000131,1
M001157,V000131,1
G000377,V000131,1
V000131,W000816,1
B001291,V000131,1
P000048,V000131,1
V000131,V000134,1
G000594,V000131,1
J000304,V000131,1
F000468,M001224,1
E000071,M001224,2
G000581,M001224,1
M001224,W000814,2
C001091,M001224,1
G000589,M001224,2
E000299,M001224,1
M001157,M001224,1
G000587,M001224,1
G000377,M001224,1
G000553,M001224,1
M001224,W000816,2
C001131,M001224,1
B001291,M001224,2
C001130,M001224,1
M001224,P000048,2
J000032,M001224,1
G000594,M001224,2
J000304,M001224,2
E000071,F000468,1
F000468,W000814,1
F000468,G000589,1
F000468,M001157,1
F000468,G000377,1
F000468,W000816,1
B001291,F000468,1
F000468,P000048,1
F000468,V000134,1
F000468,G000594,1
F000468,J000304,1
E000071,G000581,1
C001091,E000071,1
E000071,E000299,1
E000071,M001157,1
E000071,G000587,1
E000071,G000553,1
C001131,E000071,1
C001130,E000071,1
E000071,J000032,1
G000581,W000814,1
G000581,G000589,1
G000581,M001157,1
G000377,G000581,1
G000581,W000816,1
B001291,G000581,1
G000581,P000048,1
G000581,V000134,1
G000581,G000594,1
G000581,J000304,1
C001091,W000814,1
E000299,W000814,1
M001157,W000814,1
G000587,W000814,1
G000553,W000814,1
C001131,W000814,1
C001130,W000814,1
J000032,W000814,1
C001091,G000589,1
C001091,M001157,1
C001091,G000377,1
C001091,W000816,1
B001291,C001091,1
C001091,P000048,1
C001091,V000134,1
C001091,G000594,1
C001091,J000304,1
E000299,G000589,1
G000589,M001157,1
G000587,G000589,1
G000377,G000589,1
G000553,G000589,1
C001131,G000589,1
C001130,G000589,1
G000589,J000032,1
E000299,M001157,1
E000299,G000377,1
E000299,W000816,1
B001291,E000299,1
E000299,P000048,1
E000299,V000134,1
E000299,G000594,1
E000299,J000304,1
G000587,M001157,1
G000377,M001157,1
G000553,M001157,2
M001157,W000816,2
C001131,M001157,1
B001291,M001157,1
C001130,M001157,1
M001157,P000048,1
J000032,M001157,2
M001157,V000134,2
G000594,M001157,1
J000304,M001157,1
G000377,G000587,1
G000587,W000816,1
B001291,G000587,1
G000587,P000048,1
G000587,V000134,1
G000587,G000594,1
G000587,J000304,1
G000377,G000553,1
G000377,W000816,1
C001131,G000377,1
B001291,G000377,1
C001130,G000377,1
G000377,P000048,1
G000377,J000032,1
G000377,G000594,1
G000377,J000304,1
G000553,W000816,1
B001291,G000553,1
G000553,P000048,1
G000553,V000134,2
G000553,G000594,1
G000553,J000304,1
C001131,W000816,1
C001130,W000816,1
J000032,W000816,1
B001291,C001131,1
C001131,P000048,1
C001131,V000134,1
C001131,G000594,1
C001131,J000304,1
B001291,C001130,1
B001291,J000032,1
C001130,P000048,1
C001130,V000134,1
C001130,G000594,1
C001130,J000304,1
J000032,P000048,1
J000032,V000134,2
G000594,J000032,1
J000032,J000304,1
A000375,B001298,2
B001260,K000382,1
B001260,G000593,3
B001260,P000614,2
G000593,K000382,1
K000382,P000614,1
G000593,P000614,1
B001260,W000823,3
B001260,W000814,3
B001260,J000292,3
B001260,G000577,2
B001260,J000299,3
B001260,L000599,1
B001260,N000189,3
B001260,C001087,2
B001260,M000194,3
B001260,O000019,3
B001260,R000610,3
A000369,B001260,2
B001260,O000086,3
B001260,D000600,1
B001260,S000929,1
B001260,D000632,2
B001260,B001295,3
B001260,C001108,2
B001257,B001260,3
B001260,S000250,3
B001260,C001103,3
B001260,N000026,2
B001260,D000628,2
B001260,B001282,2
B001260,R000612,2
B001260,R000575,1
B001260,D000594,3
B001260,H001093,2
B001260,L000596,2
A000055,B001260,2
B001260,W000816,2
B001260,H001067,3
B001260,G000589,2
B001260,B001307,3
B001260,B001298,2
B001260,O000175,3
B001260,K000398,2
B001260,G000591,3
B001260,G000558,2
M000317,W000823,1
F000466,W000823,1
J000292,W000823,2
L000599,W000823,1
M001215,W000823,3
M000194,W000823,3
O000019,W000823,2
L000598,W000823,1
D000600,W000823,1
S000929,W000823,1
S001183,W000823,1
G000593,W000823,2
A000055,W000823,3
C001126,W000823,2
K000398,W000823,1
J000292,M000317,1
C001087,M000317,1
M000194,M000317,1
A000369,M000317,1
D000600,M000317,1
D000632,M000317,1
B001295,M000317,1
C001108,M000317,1
B001257,M000317,1
M000317,S000250,1
C001103,M000317,1
M000317,N000026,1
D000628,M000317,1
M000317,R000612,1
M000317,R000575,1
H001093,M000317,1
A000055,M000317,1
M000317,W000816,1
H001067,M000317,1
G000589,M000317,1
B001307,M000317,1
B001298,M000317,1
M000317,O000175,1
G000591,M000317,1
G000558,M000317,1
F000466,W000814,1
F000466,J000292,1
F000466,G000577,1
F000466,J000299,1
F000466,N000189,1
C001087,F000466,1
F000466,M000194,1
F000466,O000019,1
F000466,R000610,1
A000369,F000466,1
F000466,O000086,1
D000600,F000466,1
F000466,S000929,1
D000632,F000466,1
B001295,F000466,1
C001108,F000466,1
B001257,F000466,1
F000466,S000250,1
C001103,F000466,1
F000466,N000026,1
D000628,F000466,1
B001282,F000466,1
F000466,R000612,1
F000466,R000575,1
D000594,F000466,1
F000466,H001093,1
F000466,L000596,1
F000466,G000593,1
A000055,F000466,1
F000466,W000816,1
F000466,H001067,1
F000466,G000589,1
B001307,F000466,1
B001298,F000466,1
F000466,O000175,1
F000466,G000591,1
F000466,G000558,1
L000599,W000814,1
M001215,W000814,3
O000019,W000814,2
L000598,W000814,1
D000600,W000814,1
S001183,W000814,1
J000292,N000190,2
L000599,N000190,1
N000190,O000019,2
D000600,N000190,1
N000190,S000929,1
G000593,N000190,2
A000055,N000190,6
K000398,N000190,1
J000292,J000299,2
J000292,L000599,1
J000292,V000134,2
J000292,N000189,2
J000292,M001215,2
J000292,M000194,2
J000292,V000129,2
H001082,J000292,2
J000292,O000019,2
J000292,L000598,1
J000292,O000086,2
D000600,J000292,1
D000632,J000292,2
C001108,J000292,2
J000292,Y000067,2
J000292,S001183,1
C001103,J000292,2
J000292,N000026,2
B001282,J000292,2
J000292,R000575,1
D000594,J000292,2
H001093,J000292,2
J000292,L000596,2
G000593,J000292,2
C001126,J000292,2
G000589,J000292,2
B001298,J000292,2
J000292,K000398,1
G000577,L000599,2
G000577,M001215,1
G000577,L000598,1
D000600,G000577,1
G000577,S001183,1
G000577,G000593,1
G000577,K000398,1
L000599,P000599,1
O000019,P000599,3
D000600,P000599,1
K000392,L000599,1
K000392,M000194,1
K000392,O000019,1
D000600,K000392,1
G000593,K000392,1
K000392,K000398,1
J000299,L000599,1
J000299,M001215,3
J000299,O000019,3
J000299,L000598,1
D000600,J000299,1
J000299,S001183,1
A000055,J000299,3
E000235,L000599,1
L000599,V000134,1
L000599,N000189,1
L000599,M001215,1
C001087,L000599,1
L000599,M000194,1
L000599,V000129,1
H001082,L000599,1
L000599,O000019,1
L000585,L000599,1
L000599,R000610,1
A000369,L000599,1
L000599,O000086,1
D000600,L000599,1
L000599,S000929,1
D000632,L000599,1
B001295,L000599,1
C001108,L000599,1
L000599,Y000067,1
B001257,L000599,1
L000599,S000250,1
C001103,L000599,1
L000599,N000026,1
D000628,L000599,1
B001282,L000599,1
L000599,R000612,1
L000599,R000575,1
D000594,L000599,1
H001093,L000599,1
L000596,L000599,1
G000593,L000599,1
A000055,L000599,1
L000599,W000816,1
H001067,L000599,1
C001126,L000599,1
G000589,L000599,1
B001307,L000599,1
B001298,L000599,2
L000599,O000175,1
H001086,L000599,1
G000591,L000599,1
G000558,L000599,1
E000235,M000194,2
E000235,O000019,2
D000600,E000235,1
E000235,G000593,2
E000235,K000398,1
O000019,V000134,2
D000600,V000134,1
A000055,V000134,2
M001215,N000189,3
M000194,N000189,2
L000598,N000189,1
D000600,N000189,1
N000189,S001183,1
A000055,N000189,2
C001126,N000189,2
C001087,M001215,2
M000194,M001215,3
M001215,O000019,3
M001215,R000610,3
A000369,M001215,2
M001215,O000086,3
D000600,M001215,1
M001215,S000929,1
D000632,M001215,2
B001295,M001215,3
C001108,M001215,2
B001257,M001215,3
M001215,S000250,3
C001103,M001215,3
M001215,N000026,2
D000628,M001215,2
B001282,M001215,2
M001215,R000612,2
M001215,R000575,1
D000594,M001215,3
H001093,M001215,2
L000596,M001215,2
G000593,M001215,2
A000055,M001215,2
M001215,W000816,2
H001067,M001215,3
G000589,M001215,2
B001307,M001215,3
B001298,M001215,2
M001215,O000175,3
K000398,M001215,2
G000591,M001215,3
G000558,M001215,2
C001087,M000194,2
C001087,O000019,2
C001087,L000598,1
C001087,D000600,1
C001087,S001183,1
C001087,G000593,2
C001087,C001126,2
C001087,K000398,1
M000194,V000129,2
M000194,O000019,2
A000369,M000194,2
L000598,M000194,1
M000194,O000086,2
D000600,M000194,1
M000194,S000929,1
D000632,M000194,2
B001295,M000194,3
C001108,M000194,4
M000194,Y000067,2
B001257,M000194,2
M000194,S001183,1
M000194,N000026,2
D000628,M000194,2
B001282,M000194,2
M000194,R000575,1
H001093,M000194,2
G000593,M000194,2
A000055,M000194,2
B001307,M000194,2
B001298,M000194,2
K000398,M000194,1
G000591,M000194,3
O000019,V000129,5
D000600,V000129,1
S000929,V000129,1
G000593,V000129,2
A000055,V000129,3
K000398,V000129,2
H001082,O000019,2
D000600,H001082,1
H001082,S000929,1
G000593,H001082,2
A000055,H001082,4
H001082,K000398,1
L000585,O000019,3
A000369,O000019,2
L000598,O000019,1
D000600,O000019,1
O000019,S000929,1
D000632,O000019,2
B001295,O000019,2
C001108,O000019,2
O000019,Y000067,2
B001257,O000019,3
O000019,S000250,2
O000019,S001183,1
C001103,O000019,2
N000026,O000019,2
D000628,O000019,2
B001282,O000019,2
O000019,R000612,2
O000019,R000575,1
H001093,O000019,2
G000593,O000019,2
A000055,O000019,2
O000019,W000816,2
H001067,O000019,3
C001126,O000019,2
G000589,O000019,2
B001307,O000019,3
B001298,O000019,2
O000019,O000175,2
K000398,O000019,2
H001086,O000019,2
G000591,O000019,2
G000558,O000019,2
D000600,L000585,1
L000598,R000610,1
D000600,R000610,1
R000610,S001183,1
A000369,L000598,1
A000369,D000600,1
A000369,S001183,1
A000369,G000593,2
A000369,C001126,2
A000369,K000398,1
L000598,O000086,1
D000600,L000598,1
L000598,S000929,1
D000632,L000598,1
B001295,L000598,1
C001108,L000598,1
B001257,L000598,1
L000598,S000250,1
C001103,L000598,1
L000598,N000026,1
D000628,L000598,1
B001282,L000598,1
L000598,R000612,1
L000598,R000575,1
D000594,L000598,1
H001093,L000598,1
L000596,L000598,1
G000593,L000598,1
A000055,L000598,1
L000598,W000816,1
H001067,L000598,1
G000589,L000598,1
B001307,L000598,1
B001298,L000598,1
L000598,O000175,1
G000591,L000598,1
G000558,L000598,1
D000600,O000086,1
O000086,S000929,1
O000086,S001183,1
G000593,O000086,2
A000055,O000086,3
C001126,O000086,2
K000398,O000086,2
D000600,S000929,1
D000600,D000632,1
B001295,D000600,1
C001108,D000600,1
D000600,Y000067,1
B001257,D000600,1
D000600,S000250,1
D000600,S001183,1
C001103,D000600,1
D000600,N000026,1
D000600,D000628,1
B001282,D000600,1
D000600,R000612,1
D000600,R000575,1
D000594,D000600,1
D000600,H001093,1
D000600,L000596,1
D000600,G000593,1
A000055,D000600,1
D000600,W000816,1
D000600,H001067,1
C001126,D000600,1
D000600,G000589,1
B001307,D000600,1
B001298,D000600,1
D000600,O000175,1
D000600,K000398,1
D000600,H001086,1
D000600,G000591,1
D000600,G000558,1
D000632,S000929,1
C001108,S000929,1
S000929,Y000067,1
S000929,S001183,1
C001103,S000929,1
N000026,S000929,1
R000575,S000929,1
D000594,S000929,1
H001093,S000929,1
L000596,S000929,1
C001126,S000929,1
G000589,S000929,1
B001298,S000929,1
D000632,S001183,1
D000632,G000593,2
A000055,D000632,2
C001126,D000632,2
D000632,K000398,1
B001295,S001183,1
B001295,G000593,2
B001295,C001126,3
B001295,K000398,1
C001108,S001183,1
C001108,G000593,2
A000055,C001108,3
C001108,C001126,2
C001108,K000398,1
G000593,Y000067,2
A000055,Y000067,3
K000398,Y000067,1
B001257,S001183,1
B001257,G000593,2
B001257,C001126,2
B001257,K000398,2
S000250,S001183,1
G000593,S000250,2
K000398,S000250,1
C001103,S001183,1
N000026,S001183,1
D000628,S001183,1
B001282,S001183,1
R000612,S001183,1
R000575,S001183,1
D000594,S001183,1
H001093,S001183,1
L000596,S001183,1
G000593,S001183,1
A000055,S001183,1
S001183,W000816,1
H001067,S001183,1
G000589,S001183,1
B001307,S001183,1
B001298,S001183,1
O000175,S001183,1
G000591,S001183,1
G000558,S001183,1
C001103,G000593,2
A000055,C001103,5
C001103,K000398,1
G000593,N000026,2
A000055,N000026,3
C001126,N000026,2
K000398,N000026,1
D000628,G000593,2
C001126,D000628,2
D000628,K000398,1
A000055,B001282,4
B001282,C001126,2
G000593,R000612,2
K000398,R000612,1
G000593,R000575,1
A000055,R000575,1
C001126,R000575,1
K000398,R000575,1
D000594,G000593,2
A000055,D000594,4
D000594,K000398,2
G000593,H001093,2
A000055,H001093,2
C001126,H001093,2
H001093,K000398,1
G000593,L000596,2
A000055,L000596,4
K000398,L000596,1
A000055,G000593,2
G000593,W000816,2
G000593,H001067,2
C001126,G000593,2
G000589,G000593,2
B001307,G000593,2
B001298,G000593,2
G000593,O000175,2
G000593,H001086,2
G000591,G000593,2
G000558,G000593,2
A000055,C001126,2
A000055,G000589,2
A000055,B001298,3
A000055,K000398,1
K000398,W000816,1
H001067,K000398,2
B001307,C001126,2
B001298,C001126,2
C001126,K000398,1
C001126,G000591,2
G000589,K000398,1
B001307,K000398,2
B001298,K000398,1
K000398,O000175,1
H001086,K000398,1
G000591,K000398,1
G000558,K000398,1
B001260,S001200,1
B001260,C001066,1
B001260,W000808,1
B001260,S001221,1
B001260,S001208,2
K000376,S001200,1
S001200,S001221,1
S001200,S001208,2
C001066,K000376,1
C001066,S001221,1
C001066,S001208,1
K000376,W000808,1
K000376,S001221,1
K000376,S001208,1
S001221,W000808,1
S001208,W000808,2
S001208,S001221,1
B001260,B001300,1
B001260,S000168,1
B001300,S000168,1
B001300,F000466,1
B001300,F000465,1
B001300,C001126,1
B001300,M001205,1
F000465,S000168,1
C001126,S000168,1
M001205,S000168,1
B001260,R000609,3
B001260,D000032,1
B001260,G000546,2
J000292,S001135,1
R000609,S001135,1
D000032,S001135,1
G000577,S001135,1
G000546,S001135,1
D000032,J000292,1
G000546,J000292,2
D000096,S001193,2
B001285,S001193,2
D000615,M001184,2
C001051,D000615,4
M001184,N000190,2
C001051,N000190,4
B001302,M001184,2
B001302,C001051,4
B001311,M001184,1
M001177,M001184,1
C001103,M001184,2
M001184,O000175,1
J000304,M001184,1
H001086,M001184,1
M001184,S001214,2
B001295,M001184,1
M001184,P000605,2
L000589,M001184,1
G000565,M001184,1
M001184,R000614,1
G000591,M001184,1
B001317,M001184,1
M001184,P000599,2
G000558,M001184,1
A000055,M001184,1
E000235,M001184,1
J000299,M001184,1
B001301,M001184,1
K000388,M001184,1
M001184,S001224,1
F000474,M001184,1
L000603,M001184,1
B001316,M001184,2
C001051,M001184,2
G000595,M001184,3
M001136,M001184,1
J000302,M001184,1
G000596,M001184,2
M001184,R000609,2
F000472,M001184,1
L000596,M001184,1
M001184,O000086,1
H001096,M001184,1
B001248,M001184,1
M001184,S001199,1
H001067,M001184,1
M001184,Y000067,1
M001184,S001222,2
D000626,M001184,2
C001115,M001184,1
D000594,M001184,1
A000055,B001311,4
B001311,C001051,3
B001295,M001177,3
G000591,M001177,2
A000055,M001177,3
B001301,M001177,3
B001316,M001177,2
C001051,M001177,3
M001136,M001177,2
M001177,R000609,2
F000472,M001177,2
D000626,M001177,2
C001051,C001103,4
C001051,O000175,2
C001051,J000304,2
C001051,H001086,3
A000055,S001214,2
C001051,S001214,3
B001295,R000614,3
B001295,F000474,2
B001295,C001051,3
B001295,G000596,2
B001295,H001096,3
B001248,B001295,2
A000055,P000605,5
C001051,P000605,4
C001051,L000589,3
G000565,R000614,3
F000474,G000565,3
C001051,G000565,3
B001248,G000565,2
G000591,R000614,2
A000055,R000614,3
E000235,R000614,1
B001301,R000614,2
B001316,R000614,1
C001051,R000614,2
M001136,R000614,1
R000609,R000614,1
F000472,R000614,1
O000086,R000614,1
R000614,S001199,1
R000614,Y000067,1
R000614,S001222,1
D000626,R000614,2
F000474,G000591,2
C001051,G000591,2
G000591,G000596,2
G000591,H001096,2
B001248,G000591,2
A000055,B001317,3
B001317,C001051,2
C001051,P000599,3
C001051,G000558,3
A000055,F000474,2
A000055,L000603,3
A000055,B001316,2
A000055,C001051,3
A000055,M001136,2
A000055,G000596,2
A000055,F000472,2
A000055,H001096,3
A000055,B001248,2
A000055,S001222,2
A000055,D000626,3
A000055,C001115,4
E000235,F000474,2
C001051,E000235,2
E000235,G000596,2
E000235,H001096,2
B001248,E000235,2
C001051,J000299,2
B001301,F000474,2
B001301,C001051,3
B001301,G000596,2
B001301,H001096,3
B001248,B001301,2
C001051,K000388,1
C001051,S001224,2
B001316,F000474,2
C001051,F000474,2
F000474,M001136,2
F000474,R000609,2
F000472,F000474,2
F000474,O000086,3
F000474,S001199,2
F000474,Y000067,2
F000474,S001222,2
D000626,F000474,2
C001051,L000603,3
B001316,C001051,3
B001316,G000595,3
B001316,G000596,3
B001316,H001096,2
B001248,B001316,2
C001051,G000595,3
C001051,M001136,2
C001051,J000302,2
C001051,G000596,3
C001051,R000609,3
C001051,F000472,2
C001051,L000596,3
C001051,O000086,2
C001051,H001096,3
B001248,C001051,2
C001051,S001199,2
C001051,H001067,3
C001051,Y000067,2
C001051,S001222,3
C001051,D000626,3
C001051,C001115,3
C001051,D000594,3
G000595,M001136,2
F000472,G000595,2
G000595,O000086,3
G000595,Y000067,2
G000595,S001222,3
D000626,G000595,5
G000596,M001136,3
H001096,M001136,2
B001248,M001136,2
G000596,R000609,3
F000472,G000596,2
G000596,O000086,2
G000596,S001199,2
G000596,Y000067,2
G000596,S001222,3
D000626,G000596,3
H001096,R000609,2
B001248,R000609,2
F000472,H001096,2
B001248,F000472,2
B001248,O000086,2
H001096,S001199,2
H001096,Y000067,2
H001096,S001222,2
D000626,H001096,2
B001248,S001199,2
B001248,Y000067,2
B001248,S001222,2
B001248,D000626,2
D000615,P000608,1
C001112,D000615,2
D000615,M001157,1
C001133,D000615,2
D000615,V000135,1
B001300,D000615,1
C000059,P000608,1
C000059,C001112,1
A000055,C000059,2
C000059,M001157,1
C000059,C001133,2
C000059,V000135,1
C000059,G000568,1
B001300,C000059,1
C001103,P000608,1
C001103,C001112,1
C001103,M001157,1
C001103,C001133,2
C001103,V000135,1
C001103,G000568,2
B001300,C001103,1
G000565,P000608,1
C001112,G000565,2
G000565,M001157,1
C001133,G000565,2
